text,likes,comments,shares,time_posted,post_url,text_length,n_words,n_exclamation,n_question,n_emoji_token,n_hashtag
"Còn đâu thần thái của ma nữa! Chán ghê!
Cre: Sưu tầm
#Ki",1011,14,15,,https://www.facebook.com/hoiyeuchomeo.tv/posts/pfbid032WozpxuGF2mx4vdaTVmJBYqN1Z84xP7gCuaJNSQ4kWj6rx5rewK3ZUcSr48PkVfml,56.0,13.0,2.0,0.0,0.0,1.0
"Sen đang làm việc đi ra ngoài xíu. Quay lại thấy boss tự trả lời khách hàng cho Sen dùm. Thái độ rất lồi lõm, dám kêu khách là ê xong nó còn cười vào mặt khách.😒
Cre: Vivu Phạm
#Ki",917,36,12,,https://www.facebook.com/hoiyeuchomeo.tv/posts/pfbid07qYtPayZSuTXQtgsyykcZ8kA8FSqgC3YT7UNDvotNhPu3fHTMRz755oyntocTe7vl,180.0,41.0,0.0,0.0,0.0,1.0
"MA DA HÀN QUỐC ĐẠT TOP 1 DOANH THU PHIM KINH DỊ  ‼ 

Ngay ngày đầu công chiếu, Ma Da Hàn Quốc: Hồ Nuốt Người đã chứng minh độ ""cuốn"" của siêu phẩm này! Không lạm dụng jumpscare xôi thịt, phim đưa người xem vào một cõi tuyệt vọng, lạnh lẽo dưới mặt nước sâu thẳm của hồ Salmokji với bản full T18 không cắt 1 giây.

TOP 1 từ Hàn Quốc tới Việt Nam, đủ uy tín để ra rạp chưa nào? 

🎬  MA DA HÀN QUỐC: HỒ NUỐT NGƯỜI - ĐANG CHIẾU TẠI RẠP

#MaDaHanQuoc #HoNuotNguoi #Salmokji #KimHyeYoon #JangDaAh",427,27,4,,https://www.facebook.com/hhsb.vn/posts/pfbid0V9UsbBK1ok4Tc6zSn9PmxsYur1N95i7azv7QkdePMvtwjU8ov6nNemCn7FUmg42gl,490.0,101.0,1.0,1.0,0.0,5.0
"TẠM BIỆT GOHAN CHÍNH THỨC “QUẬY TUNG” RẠP VIỆT‼️

NSX “Gia Tài Của Ngoại” chính thức trở lại với câu chuyện đầy cảm xúc và lắng đọng về cuộc đời 10 năm của chú chó hoang Gohan, cùng 3 người chủ và những lần chia tay đẫm nước mắt…

Gohan “mũi đỏ” đợi khán giả Việt cùng “đỏ mũi” tại rạp nhaa🐾

—-----------
🐶TẠM BIỆT GOHAN - ĐANG CHIẾU TẠI RẠP

#TamBietGohan #Gohan #CJENMVN",1614,109,36,,https://www.facebook.com/hhsb.vn/posts/pfbid0FbVjYaV2L9tG336jFB1tV4HRuYtZtLmheensqbCRFxAKUejw8Q17x2LYzUsAq9RJl,373.0,74.0,0.0,0.0,0.0,3.0
"Drake đã nhắc đến BTS trong một ca khúc thuộc album ""ICEMAN"".

“I’m feeling like BTS ‘cause it took the whole career for me to be so discovered”
(Tôi đang cảm thấy mình giống như BTS bởi vì phải mất cả một sự nghiệp để tôi được biết đến nhiều đến vậy)

Drake và BTS đã từng gặp nhau trước đây. Khoảnh khắc này diễn ra vào năm 2019, trong hậu trường lễ trao giải Billboard Music Awards",2422,85,39,,https://www.facebook.com/hhsb.vn/posts/pfbid022DfbCNJovVZQayqddygSRjnffohfweCqA1jWpQKBHBBSEGUMbd2HzPq9bWMDavZdl,384.0,78.0,0.0,0.0,0.0,0.0
"Không đợi ai leak, Tóc Tiên tự đăng ảnh tình cảm với Minh Hằng trên MXH, úp mở ""còn có source chấn động""",3826,76,28,,https://www.facebook.com/hhsb.vn/posts/pfbid02PEfn4YfCP8YB9BMZq7yPn4QXmUqo5SYs5H1SxgNiKjVGscSQsgzGxpHD5ht9i9Vdl,104.0,23.0,0.0,0.0,0.0,0.0
"Tưởng FAKER và KARINA sẽ có phim tình cảm lãng mạn nhưng hoá ra cảm lạnh 🥶 

Dù ở khoảnh khắc nào thì anh Quỷ Vương Bất Tử  cũng ""quậy"" cô gái Ji-min này tức điên lên 😎",1818,30,14,,https://www.facebook.com/hhsb.vn/posts/pfbid0nqwta44jYxkAKobmv2MXehnZXZy6YvBx9sVhsrqmREEgAFjrorPFL4y7bNViF8Bpl,168.0,38.0,0.0,0.0,0.0,0.0
"Dư luận thắc mắc Miu Lê có còn được tiếp tục hoạt động nghệ thuật trong thời gian quản lý tại địa phương 01 năm hay không?! 

Theo luật sư luật sư Hoàng Hà (Đoàn Luật sư TP.HCM), việc quản lý tại địa phương trong 1 năm không phải biện pháp cai nghiện bắt buộc và không phải quản thúc tại nhà. 

""Trong thời gian quản lý thì người bị quản lý không bị tước quyền đi lại, làm việc, học tập, biểu diễn, đóng phim, kinh doanh hay tham gia các hoạt động xã hội một cách đương nhiên. Pháp luật hiện hành không quy định cứ bị quản lý người sử dụng trái phép maithuy thì bị cấm hành nghề, cấm xuất hiện trước công chúng hoặc cấm tham gia dự án nghệ thuật. 

Nhưng trên thực tế, họ sẽ chịu ảnh hưởng rất lớn về hình ảnh, hợp đồng, nhãn hàng, lịch diễn và niềm tin công chúng. Đây là hệ quả nghề nghiệp và thị trường chứ không phải giới hạn pháp lý trực tiếp của biện pháp quản lý tại địa phương.

Ttrong thời hạn quản lý thì họ phải chấp hành một số nghĩa vụ và sự giám sát nhất định. Cụ thể:
- Phải cung cấp đầy đủ, chính xác thông tin về hành vi sử dụng trái phép maithuy cho công an cấp xã nơi cư trú; 
- Phải chấp hành việc quản lý của UBND cấp xã; có thể bị xét nghiệm trong cơ thể trong thời hạn quản lý; phải có mặt khi cơ quan công an yêu cầu xét nghiệm nếu thuộc trường hợp phải xét nghiệm; 
- Được tư vấn tâm lý, giáo dục pháp luật, động viên tham gia hoạt động cộng đồng để tránh tái sử dụng"". 

Trước đó, trong vụ việc vừa qua, Lê Ánh Nhật (nghệ sĩ Miu Lê) được cơ quan chức năng xác định là đối tượng thụ hưởng, không bị khởi tố do chưa đủ căn cứ để xử lý hình sự

Theo: Kenh14",5209,541,51,,https://www.facebook.com/hhsb.vn/posts/pfbid02QYTjAS5tWc3crpsZVCwPUU3ad7sZwve15GHEGy1pHXb47UBRPp1Pik5DFMvzcwjtl,1580.0,343.0,1.0,1.0,0.0,0.0
"Nhột mậy!! Mất nết không hà!
Cre: Sưu tầm
#Ki",1127,91,66,,https://www.facebook.com/hoiyeuchomeo.tv/posts/pfbid0W1AuLA5NNnEvUUSWDSdRL4SS9V9MBm4HXL47BtaKsmMdAa7CMNFAfZmrfDFM4j37l,45.0,10.0,3.0,0.0,0.0,1.0
"Uống nhầm một ánh mắt, ngộ độc nôn vl :)
Cre: Lostbird, Lạc Thú.
#Ki",1929,68,26,,https://www.facebook.com/hoiyeuchomeo.tv/posts/pfbid03657JP3EdmwMPpfHyUjYUxGhgHreKhN6sCvGwfhW9Z5S4QMx9GmBspyPkdyg4PMTMl,68.0,15.0,0.0,0.0,0.0,1.0
"Tag ngay cái đứa mà bạn nghĩ đến đầu tiên vào đây để chúng nó tự an ủi nhau nào!
Cre: Đảo mèo
#Ki",1476,338,71,,https://www.facebook.com/hoiyeuchomeo.tv/posts/pfbid0vQyJ1YTdky2G1a6UHENSPQ87LVk5uKF75Lh7osbkHC7htib9M2V1zDPAru6PiXfAl,97.0,24.0,1.0,0.0,0.0,1.0
"Fan khi xem clip Jungkook tự cắt tóc: ""Nói ổng hoạt hoạ đâu có saiii"" 🥹🤣",6731,158,66,,https://www.facebook.com/hhsb.vn/posts/pfbid026apEY9nPt7zC3LEQhCzDoxngAdtfUYBe6UpiJ5gbSjA9Z5LCg7dMWu7X4GAYoYRyl,72.0,16.0,0.0,0.0,0.0,0.0
"Bức ảnh ROSÉ và JISOO chụp cho nhau mới đây khiến các fan 'rần rần'. Bởi lẽ mới vài ngày trước Rosé còn ở New York, vậy mà giờ cô ấy lại xuất hiện ở Los Angeles cùng Jisoo! 

Nhiều fan trên X còn ghẹo, liệu rằng 2 cô này sống chung nhau ha gì mà sát cánh cỡ đó 😎😍",8829,53,33,,https://www.facebook.com/hhsb.vn/posts/pfbid02QcwRrk2eaNWgjt9oGac4b3X5szwHzAJpG6jEaeySYEGdYuiFJE8oh1PjbzHBqoJHl,263.0,61.0,1.0,0.0,0.0,0.0
"Viral khoảnh khắc dễ thương của Hailey Bieber với con: Mẹ vừa trông con vừa xem phim, còn con đút mẹ ăn liền tay. 

Fan: Làm mẹ cũng nhàn ha chị 😎 Nhờ được ẻm rồi.",3609,19,22,,https://www.facebook.com/reel/1010840368181628/,163.0,36.0,0.0,0.0,0.0,0.0
"(PLO)- Tư lệnh tối cao Lực lượng đồng minh NATO tại châu Âu - Tướng Alexus Grynkewich cho biết sẽ có thêm các đợt rút quân của Mỹ khỏi châu Âu.

#plo #baophapluattp #baophapluattphcm",79,1,1,,https://www.facebook.com/phapluattp.vn/posts/pfbid0hL52uCokWvRheVcxGxwh3Vikpos8sUHyDJcuZpF49NYumZKQFAYkFquHYt2QsKo5l,182.0,34.0,0.0,0.0,0.0,3.0
"(PLO)- Các chuyên gia cho rằng việc tiếp tục bỏ hình phạt t.ử h.ì.n.h với hàng loạt tội danh là phù hợp với xu hướng của thế giới, tuy nhiên cần cân nhắc thấu đáo mọi vấn đề, nhất là quy định đồng bộ về hình phạt thay thế.

#plo #baophapluattp #baophapluattphcm",69,1,1,,https://www.facebook.com/phapluattp.vn/posts/pfbid08NnSSKC17zHAGr2F5DRTKyKjsmeKkDwAoHvmEK3Uk361uCZQU3yE4KLeBN6T2eYpl,261.0,52.0,0.0,0.0,0.0,3.0
"(PLO)- Người đứng đầu Tổ chức Y tế Thế giới (WHO) bày tỏ sự lo ngại về ""quy mô và tốc độ"" lây lan của dịch Ebola và chuẩn bị họp khẩn khi số ca nghi nhiễm và t.ử v.o.n.g gia tăng nhanh chóng.

#plo #baophapluattp #baophapluattphcm",71,1,7,,https://www.facebook.com/phapluattp.vn/posts/pfbid0294yPGug1AvkFk8yB2RAWa9bC5365st27FgdWirR4tYbxEHjzHsSr35xTuERaKq5Dl,230.0,47.0,0.0,0.0,0.0,3.0
"Best ăn vạ của năm :(( tao xem mà tao tức á!!!
Cre: Trương Nguyên
#Ki",980,154,59,,https://www.facebook.com/hoiyeuchomeo.tv/posts/pfbid0wx5zNvKjJvN6wSFismcZAAhBCQ6AF3p92gHSoiS2FFyXuMZfYykMfGcDu2DeJNtMl,69.0,16.0,3.0,0.0,0.0,1.0
"Ngáo chó là có thật nhé mọi người =))
Tấu hài cực mạnh ấy chứ
Cre: Hay lắm
#Ki",823,49,41,,https://www.facebook.com/hoiyeuchomeo.tv/posts/pfbid02wTFhrCB4nZBCdV86ZXKiFSee3v7Ledj5M6p1sZ1Jgi5z9FwqVEKddjd8GrduUt38l,78.0,19.0,0.0,0.0,0.0,1.0
"Đã không biết gì về điện còn chơi ngu! Thế có chán không?
#Nguồn: Copy
#Cre: #Ki",4784,661,346,,https://www.facebook.com/hoiyeuchomeo.tv/posts/pfbid02x6PL16nSS1tuqpyYxYMWzXPqw7mXEX8gYyhXwTCLqM5Zxi8Xm3YxtWy6QL8GTz2Ml,80.0,17.0,1.0,1.0,0.0,3.0
"Vài phút trước, Sơn Tùng M-TP đã ẩn 3 bức ảnh chữ CMW trên Instagram của mình. Hành động này khiến dân mạng tò mò khó hiểu về kế hoạch comeback của nam ca sĩ",4244,273,19,,https://www.facebook.com/hhsb.vn/posts/pfbid02ZETzokBnwNfdxU6q6m1VVbuDE9jT5a2HgBhsLPaLFGigLxSifMP9GbxUTWMbEJRil,157.0,35.0,0.0,0.0,0.0,0.0
"Ngay sau khi cơ quan chức năng xác định Lê Ánh Nhật (nghệ sĩ Miu Lê) là đối tượng thụ hưởng, do đó, hiện chưa đủ căn cứ để xử lý hình sự và Miu Lê không bị khởi tố. 

Phía công ty quản lý thông cáo báo chí: 

""Miu Lê sẽ chấp hành quyết định xử phạt vi phạm hành chính đối với hành vi sử dụng trái phép chất maithuy, đồng thời nghiêm túc chấp hành biện pháp quản lý tại địa phương trong thời hạn 01 năm"".

Ngoài ra, dù không bị khởi tố hình sự, nhưng công ty và cá nhân Miu Lê nhận thức vô cùng rõ ràng về tính chất nghiêm trọng của sự việc lần này. Việc liên quan đến sử dụng chất c-ấm là một sai lầm rất lớn, đi ngược lại với chuẩn mực đạo đức, lối sống của một nghệ sĩ và gây ra những tác động vô cùng tiêu cực. 

Miu Lê ý thức rất rõ hành vi của mình đã ảnh hưởng xấu đến cộng đồng, trở thành một tấm gương không tốt, đặc biệt là đối với các bạn trẻ. Miu Lê vô cùng xấu hổ và ân hận vì điều đó.

Thay mặt Miu Lê, công ty quản lý xin cúi đầu gửi lời xin lỗi chân thành và sâu sắc nhất đến khán giả và người hâm mộ, và các bên liên quan",14986,1230,101,,https://www.facebook.com/hhsb.vn/posts/pfbid05PaSk7pYZrNz6ec3T9emvYCYihw3chKVibGX6BcpPhFqcdkQNr3bCV99H3B32XDHl,1037.0,238.0,0.0,0.0,0.0,0.0
"Tại sự kiện mới đây ở Chonburi, Baifern Pimchanok đã có những chia sẻ với giới truyền thông về drama ""nút like"" của mình trong bài đăng trên IG của diễn viên Mild Lapassalan giữa lùm xùm của hai anh em Psi Scott và Pi Sunith Scott

Baifern cho biết cô vừa đáp chuyến bay về nước và vô cùng sốc khi nắm được toàn bộ diễn biến. Nữ diễn viên đính chính rằng cô không quen biết chồng của Mild từ trước, chỉ mới gặp mặt anh trong lễ cưới nên hoàn toàn không nắm rõ các vấn đề nội bộ gia đình họ.

""Về đoạn clip ghi âm, Fern cảm thấy rất buồn. Tôi thấy rất xót xa cho nạn nhân và cảm thấy không thể chấp nhận được hành vi LDTD trong bất kỳ trường hợp nào. Thật sự rất đau lòng.""

Khi được hỏi về sự phẫn nộ của dư luận của nút ""Like"" gây tranh cãi, Baifern giải thích rằng việc cô nhấn thích bài đăng chỉ đơn thuần là một tín hiệu giao tiếp, nhằm gửi lời động viên và sự quan tâm đến sức khỏe tinh thần của người em thân thiết Mild. Đó là lời nhắn nhủ rằng Mild không đơn độc, chứ hoàn toàn không mang ý nghĩa cổ xúy cho hành vi sai trái của Pi Sunith.

""Như bản thân Fern và nhiều người khác, Fern tin chắc rằng họ đều nhận thức được mức độ nghiêm trọng của sự việc này và hoàn toàn không bao giờ ủng hộ việc LDTD dưới bất kỳ hình thức nào.""

Khép lại cuộc phỏng vấn, Baifern vẫn gửi lời động viên chân thành đến Mild: ""Tôi chỉ có thể gửi gắm sự quan tâm của mình đến em ấy. Cảm thấy rằng ừm... rồi em ấy sẽ phải tự tìm ra hướng giải quyết cho riêng mình thôi. Và cho dù bây giờ em ấy có quay đi và cảm thấy như... không có ai bên cạnh, thì khi ngoảnh lại, em ấy vẫn sẽ thấy chúng tôi ở ngay đây.""",2677,202,42,,https://www.facebook.com/hhsb.vn/posts/pfbid0ypKAjmGPKmbk1nbZdKPBHTL9bVXnPcKPwjnDaTPUwDBsz5qgahpAZEK1e8tSWw2rl,1592.0,349.0,0.0,0.0,0.0,0.0
"Không có gì đâu á, xem là phí mất 15s nhảm xàm á, nhưng tại nó cư tê quá nên tao bắt các Sen phí 15s cùng tao! Nhìn em cho đời tươi sáng tí nà!
Cre: Tiktok
#Ki",699,58,17,,https://www.facebook.com/hoiyeuchomeo.tv/posts/pfbid02cygfmciRd7sXgvB9sZqih8F47QxJpkfZwDHTEkGGAGw83LMjFvd9SPq63jd2zuZ3l,159.0,39.0,2.0,0.0,0.0,1.0
"Mẹ mua cho em đôi dép
Mẹ mua cho em đôi dép
Í ò í o =)))
Nguồn: Sưu tầm
Lúc trước #Ki sưu tầm đã lưu lại nguồn, mà chủ quan tải ảnh về không đổi tên ảnh bằng nguồn luôn, mất nick mất luôn cả nguồn, bạn nào biết nguồn cho #Ki xin nha!
#Ki",2083,206,45,,https://www.facebook.com/hoiyeuchomeo.tv/posts/pfbid031Hw8pfidaBADNtGkdbhYxaDNbQHRGRi3VRQJfbgyKdsCB4rHfHbreJnhHp9G5PEul,237.0,57.0,1.0,0.0,0.0,3.0
"Tức bỏ mẹ ra mà ny cứ: "" ngoan anh thương ""
Cre: Sưu tầm (nếu Sen nào biết nguồn từ đâu cho ad xin với nha)
#Ki",1087,53,18,,https://www.facebook.com/hoiyeuchomeo.tv/posts/pfbid0nxwH52NJy6jnVhGBWwKeezbsUG6z6MCviuHMrYvzZCqqy6WJN1tSaDrRzMTLYoWfl,116.0,28.0,0.0,0.0,0.0,1.0
"Thoại của mom Dương chưa bao giờ làm tôi thất vọng=)))

""Con ơi nhà người ta đang dầu sôi lửa bỏng"" 🐧

#mevangnhabalasieunhan2026 #MVNBLSN2026 #Bemimodanh #LucieTuanDuong",14745,87,159,,https://www.facebook.com/reel/1515044193585501/,170.0,26.0,0.0,0.0,0.0,4.0
"Nhà chức trách cho rằng ""chưa đủ căn cứ để xử lý hình sự"" ca sĩ Miu Lê do là ""đối tượng thụ hưởng"" trong vụ án tàng trữ, sử dụng trái phép chất maithuy trên đảo Cát Bà.

Hai người liên quan sự việc cùng được xác định là ""đối tượng thụ hưởng"" như Miu Lê gồm: Trần Minh Trang, Vũ Khương An. Do đó, cả ba không bị truy cứu trách nhiệm hình sự.

Trong 6 người bị bắt quả tang hôm 10/5, Cơ quan Cảnh sát điều tra Công an thành phố Hải Phòng khởi tố bị can, bắt tạm giam với 3 người còn lại. Cụ thể, Trần Đức Phong (35 tuổi, ở phường Ngọc Hà, TP Hà Nội) và Vũ Thái Nam (24 tuổi, ở phường Đồng Nguyên, tỉnh Bắc Ninh) về tội Tổ chức sử dụng trái phép chất maithuy và Tàng trữ trái phép chất maithuy; Đoàn Thị Thúy An (36 tuổi, ở đặc khu Cát Bà, TP Hải Phòng) về tội Tổ chức sử dụng trái phép chất maithuy.

Quá trình điều tra ban đầu xác định, Thúy An là quản lý cơ sở lưu trú TiTi Beach thuộc bãi tắm Tùng Thu ở đặc khu Cát Hải, đảo Cát Bà.

Từ 7/5, An mời bạn bè là ca sĩ Miu Lê, Vũ Khương An và vợ chồng Trần Đức Phong - Trần Minh Trang đến chơi. Phong rủ Vũ Thái Nam đi cùng và chuẩn bị trước maithuy tổng hợp là nước vui, Ke để cả nhóm cùng sử dụng.

Đêm 9/5, Phong pha nước vui vào cốc và đổ Ke ra đĩa để Nam đánh mịn sau đó đưa cho 6 người. Cả nhóm sử maithuy đến khoảng 5h hôm sau.

Qua tin báo của người dân, công an kiểm tra khu vực bãi tắm này, đưa 6 người về trụ sở.

Theo: VnExpress",11885,1132,223,,https://www.facebook.com/hhsb.vn/posts/pfbid0V3apvEZBg9qxTPiDcUVtYibytDb9EtTCJkfQSWyZh8X7sVkDQNUnxox5MehqrS7Gl,1387.0,314.0,0.0,0.0,0.0,0.0
"Tối 14/5, ngôi sao quốc tế Jason Derulo đăng bức ảnh mặt nạ của Sơn Tùng M-TP. Tuy nhiên, sau đó khoảng gần 1 giờ đồng hồ, anh đã xoá / ẩn bức ảnh này khiến dân tình tò mò, liệu anh lỡ tay leak ra trước kế hoạch nên phải ẩn đi, hay tài khoản cá nhân bị xâm nhập 

Jason Derulo sở hữu 65,7 triệu lượt theo dõi trên TikTok, 44,6 triệu followers trên Instagram đồng thời là chủ nhân nhiều bản hit đình đám tỷ view trong 20 năm qua như Talk Dirty, Whatcha Say, Swalla, Wiggle, Jalebi Baby, Dont Wanna Go Home...

Sau chuỗi ngày tung hint với bức ảnh mặt nạ và 3 chữ C-M-W, tối nay, Sơn Tùng M-TP không công bố thêm bất cứ gợi ý nào nữa. Như vậy, bài hát chủ đề của lần comeback này sẽ là ca khúc có tên tiếng Anh viết tắt là CMW",3101,307,18,,https://www.facebook.com/hhsb.vn/posts/pfbid0cr9fprY8zwPuqp5kGkXA9SMKwRNsbFf6aXfHAREna1vi3fRxpZUqNAsXSCgeyRkxl,724.0,157.0,0.0,0.0,0.0,0.0
"(PLO)- Tình báo Nga cáo buộc Latvia cho phép Ukraine dùng lãnh thổ để triển khai UAV t.ấ.n c.ô.n.g Nga, song Riga và Kiev bác bỏ, gọi đây là thông tin sai lệch.

#plo #baophapluattp #baophapluattphcm",97,1,1,,https://www.facebook.com/phapluattp.vn/posts/pfbid04TdLCmLn7W2qBMPVUrNeLDHv3ynwRCxuVaFqpXrBBxGYTqY2nYSYx6UsHchK2B2Kl,199.0,36.0,0.0,0.0,0.0,3.0
"(PLO)- Kỳ hội nghị thứ 79 của Đại hội đồng Y tế Thế giới khai mạc trong bối cảnh thế giới lo ngại trước đợt bùng phát dịch Ebola và virus Hanta.

#plo #baophapluattp #baophapluattphcm",22,1,4,,https://www.facebook.com/phapluattp.vn/posts/pfbid02wJqyNb4RJWh7EmNCQFivC7KNWU9t498dg1ApjJXLFoDr7ZTHybhxZegd5QDirzezl,183.0,35.0,0.0,0.0,0.0,3.0
"(PLO)- Nghi phạm Nguyễn Cao Bằng s.á.t h.ạ.i 3 người trong một gia đình ở xã Hậu Thạnh, Tây Ninh đã bị bắt giữ ngay trong đêm 19-5.

#plo #baophapluattp #baophapluattphcm",320,1,11,,https://www.facebook.com/phapluattp.vn/posts/pfbid02iBehDzZGZpVNmhg9LytxfkzY6VtJSJRCtVPdLqYTKnNNC4RaEnmXqi556oyN42gAl,170.0,31.0,0.0,0.0,0.0,3.0
"KHÁN GIẢ VIỆT “KHÓC TRÔI RẠP” CÙNG TẠM BIỆT GOHAN ‼️

Một hành trình đầy cảm xúc, nơi nước mắt rơi vì sự cảm động và tình yêu thương, để cuối cùng được xoa dịu bằng một cái kết ấm áp và chữa lành…

Gohan yêu thương đợi khán giả Việt tại rạp nhaaa💕

—-----------
🐶TẠM BIỆT GOHAN - ĐANG CHIẾU TẠI RẠP

#TamBietGohan #Gohan #CJENMVN",2487,197,54,,https://www.facebook.com/reel/864974355893200/,329.0,66.0,0.0,0.0,0.0,3.0
Bức ảnh mặt nạ vừa được Jason Derulo đăng lên trang cá nhân khiến khán giả Việt Nam đặt nghi vấn đây chính là nghệ sĩ quốc tế mà Sơn Tùng M-TP hợp tác trong lần comeback này.,12816,684,109,,https://www.facebook.com/hhsb.vn/posts/pfbid02SaBxPg3qTMBa91vzj3QaU8utcdpX2YvZY4e3SPvwe8psP5vy3c7134Eu1NSRUAivl,174.0,38.0,0.0,0.0,0.0,0.0
"Bộ đôi Vua Trò Chơi Offline và Online:
😆 Trên show: sơ hở là mảng miếng, tấu hài
️⚽ Trên sân: bật mode “hủy diệt”

Sắp tới cả hai sẽ góp mặt trong đội hình ALL STARS SG F.C  tại giải bóng đá FC Online Creator Championship - sân chơi quy tụ Tứ Hùng gồm Refund Gaming, SBTC và Ngôi Sao Sân Cỏ. Liệu 2 “Tỷ-Muội” có phối hợp trên sân cỏ ăn ý được như trên show?

Đón xem tại Sân vận động Gia Định, TPHCM vào 23 & 24/05. Anh em muốn săn vé coi trực tiếp thì xem chi tiết bên dưới c.m.t nhé!

#FCOCreatorChampionship2026 #FCOnline",1436,1,3,,https://www.facebook.com/hhsb.vn/posts/pfbid05eRsNSpnzFk7HNzurLtfq3yZCzdNZa4iBYkXKyVDYhJNbHpCwjeMGfNixtw1PnrCl,524.0,109.0,1.0,1.0,0.0,2.0
"Ông Putin đến Bắc Kinh, bắt đầu chuyến thăm cấp nhà nước tới Trung Quốc
#plo #baophapluattp #baophapluattphcm",378,1,6,,https://www.facebook.com/phapluattp.vn/posts/pfbid02vgG28hDvJHcXSkP4RMusMsjxMRus1J6T8fgs7RxP8ENvs7HYZWNKHsCGqerPNwmnl,109.0,18.0,0.0,0.0,0.0,3.0
"(PLO)- Quân đội Iran cảnh báo sẽ “mở các mặt trận mới” nếu Mỹ tiếp tục t.ấ.n c.ô.n.g; Bộ trưởng Tài chính G7 nhóm họp, bàn về tình hình Trung Đông; Giá dầu giảm khi ông Trump hoãn kế hoạch t.ấ.n c.ô.n.g Iran.

#plo #baophapluattp #baophapluattphcm",144,1,2,,https://www.facebook.com/phapluattp.vn/posts/pfbid02inhzYHU2QxQUgmwXNrtUoMdL3U7AwQwjUdodMQtFmfDaUer2pTpraAN6n7osL1Hfl,247.0,46.0,0.0,0.0,0.0,3.0
"🤱 Từ 1-1-2027, phụ nữ sinh đủ hai con trước 35 tuổi được tối thiểu 2 triệu đồng",109,1,1,,https://www.facebook.com/phapluattp.vn/posts/pfbid02x8TgGx8A54GuiVeNcoZoNB24B6viMPKjeLxw6txSqLtcJjx2Mzzd5BghWmQ2R7Y4l,79.0,18.0,0.0,0.0,0.0,0.0
"Diệu Nhi gia nhập trend ""da nâu"" với hội chị em Vbiz mùa hẻ này:",2132,94,9,,https://www.facebook.com/hhsb.vn/posts/pfbid032j9nX6ptzJD5Vxx42t61uRjYWRSttHMQiMmSWoM6UsrrNUeJ6kAYDQYhRubSojJbl,64.0,15.0,0.0,0.0,0.0,0.0
"Trong cuộc họp báo về tình hình kinh tế - xã hội trên địa bàn TP.HCM vào chiều 14.5, Sở VH-TT TP.HCM có phản hồi liên quan đến ồn ào Miu Lê bị điều tra liên quan đến maithuy

Đại diện Sở VH-TT TP.HCM cho biết thường xuyên tuyên truyền đề cao tinh thần thượng tôn pháp luật đối với mọi công dân, đặc biệt trong lĩnh vực hoạt động văn hóa, nghệ thuật. Theo Sở, mọi công dân đều phải tuân thủ quy định pháp luật và chịu trách nhiệm trước pháp luật về hành vi của mình. Các hành vi vi phạm sẽ được cơ quan chức năng xử lý theo đúng quy định.

""Đối với đội ngũ văn nghệ sĩ, nhất là những người có sức ảnh hưởng trong xã hội, bên cạnh hoạt động nghề nghiệp còn cần có trách nhiệm giữ gìn hình ảnh, phẩm chất đạo đức, lối sống và ý thức công dân. Các hành vi vi phạm pháp luật, nếu được xác định, không chỉ ảnh hưởng đến uy tín cá nhân mà còn tác động tiêu cực đến môi trường văn hóa, nghệ thuật và nhận thức xã hội"", phía Sở nhấn mạnh.

Theo Sở VH-TT TP.HCM, thời gian qua đơn vị thường xuyên phối hợp cùng các cơ quan liên quan đẩy mạnh công tác tuyên truyền, phổ biến pháp luật đến đội ngũ văn nghệ sĩ, nghệ sĩ biểu diễn và các đơn vị tổ chức biểu diễn. Mục tiêu là xây dựng môi trường văn hóa lành mạnh, nâng cao trách nhiệm xã hội, trách nhiệm nghề nghiệp cũng như chuẩn mực ứng xử của người hoạt động nghệ thuật. 

Bên cạnh đó, Sở yêu cầu các đơn vị nghệ thuật, doanh nghiệp tổ chức biểu diễn và đơn vị sản xuất chương trình nghiêm túc thực hiện các quy định pháp luật về hoạt động nghệ thuật, quy tắc ứng xử của người hoạt động nghệ thuật cùng những quy định pháp luật liên quan.

Theo: Thanh Niên",2094,60,15,,https://www.facebook.com/hhsb.vn/posts/pfbid0oqPfvf4Bshj8xxnzvJQKwu5RbkUZE2MDv389PYjZRiD4LVUaJTurcnNzTBpJMFdjl,1597.0,341.0,0.0,0.0,0.0,0.0
"Madonna, Shakira và BTS sẽ là co-headline trình diễn chương trình giải lao giữa hiệp trận chung kết FIFA World Cup™ đầu tiên tại Sân vận động New Jersey, New York vào ngày 19 tháng 7.

Được dàn dựng bởi Chris Martin của Coldplay và sản xuất bởi Global Citizen, chương trình sẽ gây quỹ cho Quỹ Giáo dục Toàn cầu FIFA Global Citizen, nhằm cải thiện cơ hội tiếp cận giáo dục chất lượng và bóng đá cho trẻ em trên toàn thế giới.",4426,203,74,,https://www.facebook.com/hhsb.vn/posts/pfbid02WhoAGKwNJ9CHHsorzdtegHxnLUagyC7N4vkHhD6SE6vd7e3C4ZHttTdgnyyQViU1l,424.0,85.0,0.0,0.0,0.0,0.0
"Chán mẹ ghê ấy mẹ ơi :3 :3 :3 
Cre: Page đù
#Ki",2826,185,95,,https://www.facebook.com/hoiyeuchomeo.tv/posts/pfbid0pfmh5CmFJU5TiVmfBjFk2374xJQBUr93UMpooCy6HA3jui8fsMNiGAwfD5wRyYuGl,47.0,13.0,0.0,0.0,0.0,1.0
